,image,age,gender,ethinicity
0,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/5_0_3_20170119212110570.jpg.chip.jpg,5,0,3
1,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/78_1_2_20170112205322682.jpg.chip.jpg,78,1,2
2,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/26_1_0_20170104235427939.jpg.chip.jpg,26,1,0
3,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/4_0_0_20170110232756133.jpg.chip.jpg,4,0,0
4,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/3_0_2_20161219161653119.jpg.chip.jpg,3,0,2
5,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/26_1_3_20170119193144114.jpg.chip.jpg,26,1,3
6,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/32_1_0_20170116220919526.jpg.chip.jpg,32,1,0
7,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/30_1_4_20170105165132148.jpg.chip.jpg,30,1,4
8,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/19_0_1_20170110231850376.jpg.chip.jpg,19,0,1
9,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/26_1_3_20170119193116354.jpg.chip.jpg,26,1,3
10,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/42_0_1_20170117142655442.jpg.chip.jpg,42,0,1
11,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/26_0_1_20170113182601062.jpg.chip.jpg,26,0,1
12,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/25_1_0_20170116201701430.jpg.chip.jpg,25,1,0
13,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/63_1_0_20170110141744495.jpg.chip.jpg,63,1,0
14,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/30_1_0_20170103182425185.jpg.chip.jpg,30,1,0
15,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/39_1_0_20170103182037472.jpg.chip.jpg,39,1,0
16,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/25_1_1_20170117192036085.jpg.chip.jpg,25,1,1
17,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/14_0_1_20170117133924867.jpg.chip.jpg,14,0,1
18,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/24_1_3_20170104223019607.jpg.chip.jpg,24,1,3
19,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/2_0_0_20170117192756285.jpg.chip.jpg,2,0,0
20,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/11_0_0_20170110224606036.jpg.chip.jpg,11,0,0
21,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/32_0_0_20170116235740282.jpg.chip.jpg,32,0,0
22,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/21_1_4_20170103223150726.jpg.chip.jpg,21,1,4
23,/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/20_0_0_20170104230048181.jpg.chip.jpg,20,0,0
