,image,age,gender,ethinicity
0,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_1_20170116200710476.jpg.chip.jpg,28,0,1
1,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/29_0_1_20170116192214658.jpg.chip.jpg,29,0,1
2,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/52_0_0_20170111171747350.jpg.chip.jpg,52,0,0
3,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_1_20170113155441306.jpg.chip.jpg,28,0,1
4,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/33_0_2_20170119163942412.jpg.chip.jpg,33,0,2
5,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_3_20170119180950828.jpg.chip.jpg,26,0,3
6,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/46_0_1_20170117182528088.jpg.chip.jpg,46,0,1
7,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/52_0_0_20170109003616600.jpg.chip.jpg,52,0,0
8,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_2_20170116181352905.jpg.chip.jpg,26,0,2
9,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/38_0_1_20170113155448498.jpg.chip.jpg,38,0,1
10,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_1_20170116235019054.jpg.chip.jpg,26,0,1
11,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/50_0_3_20170119205556344.jpg.chip.jpg,50,0,3
12,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/42_1_0_20170116232623436.jpg.chip.jpg,42,1,0
13,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/37_0_1_20170117164514945.jpg.chip.jpg,37,0,1
14,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_0_2_20170116165216481.jpg.chip.jpg,27,0,2
15,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/42_0_0_20170109012239137.jpg.chip.jpg,42,0,0
16,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_3_20170119194434459.jpg.chip.jpg,28,0,3
