,image,age,gender,ethinicity
0,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/34_1_1_20170116012236821.jpg.chip.jpg,34,1,1
1,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/25_0_0_20170104011300160.jpg.chip.jpg,25,0,0
2,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_0_4_20161219194059843.jpg.chip.jpg,27,0,4
3,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_0_20170117195939941.jpg.chip.jpg,26,0,0
4,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_3_20170119194509691.jpg.chip.jpg,28,0,3
5,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/22_0_0_20170117143224571.jpg.chip.jpg,22,0,0
6,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_3_20170119180639468.jpg.chip.jpg,26,0,3
7,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/32_1_0_20170120134012302.jpg.chip.jpg,32,1,0
8,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/42_1_3_20170119155657771.jpg.chip.jpg,42,1,3
9,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_1_20170117171618235.jpg.chip.jpg,26,0,1
10,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_4_20170117153648990.jpg.chip.jpg,26,0,4
11,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/18_0_0_20170110223927225.jpg.chip.jpg,18,0,0
12,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/30_0_1_20170113173357107.jpg.chip.jpg,30,0,1
13,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/36_1_0_20170103182343482.jpg.chip.jpg,36,1,0
14,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/30_0_0_20170116222414030.jpg.chip.jpg,30,0,0
15,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_1_20170113174923924.jpg.chip.jpg,28,0,1
16,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/15_0_2_20170104013327250.jpg.chip.jpg,15,0,2
17,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/24_0_0_20170117150006042.jpg.chip.jpg,24,0,0
18,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_0_20170113210126348.jpg.chip.jpg,26,0,0
19,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/22_0_3_20170117143018402.jpg.chip.jpg,22,0,3
20,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/39_1_0_20170103183321298.jpg.chip.jpg,39,1,0
21,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/42_1_1_20170113013004135.jpg.chip.jpg,42,1,1
22,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_0_20170117172824779.jpg.chip.jpg,26,0,0
23,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/31_0_0_20170117203031305.jpg.chip.jpg,31,0,0
24,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_2_20170119184056247.jpg.chip.jpg,26,0,2
25,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/35_1_1_20170117203407119.jpg.chip.jpg,35,1,1
26,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/31_0_1_20170116002854242.jpg.chip.jpg,31,0,1
27,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/20_0_0_20170117141002911.jpg.chip.jpg,20,0,0
28,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/21_0_0_20170103234805676.jpg.chip.jpg,21,0,0
29,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/34_1_0_20170104173038042.jpg.chip.jpg,34,1,0
30,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/34_0_0_20170117182629797.jpg.chip.jpg,34,0,0
31,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/31_0_0_20170111181750350.jpg.chip.jpg,31,0,0
32,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/29_0_0_20170116221002399.jpg.chip.jpg,29,0,0
33,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/65_1_1_20170110124227365.jpg.chip.jpg,65,1,1
34,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_4_20170117153025829.jpg.chip.jpg,26,0,4
35,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/45_1_1_20170113005725568.jpg.chip.jpg,45,1,1
36,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/23_0_4_20170103234915411.jpg.chip.jpg,23,0,4
37,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_0_0_20170117175803620.jpg.chip.jpg,27,0,0
38,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/8_0_0_20170110220124291.jpg.chip.jpg,8,0,0
