,image,age,gender,ethinicity
0,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/4_1_0_20170109192418427.jpg.chip.jpg,4,1,0
1,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/4_1_2_20161219141110241.jpg.chip.jpg,4,1,2
2,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/54_0_0_20170120134341414.jpg.chip.jpg,54,0,0
3,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_1_1_20170116232349861.jpg.chip.jpg,26,1,1
4,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/53_0_0_20170117163657978.jpg.chip.jpg,53,0,0
5,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/68_0_0_20170111204848471.jpg.chip.jpg,68,0,0
6,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/1_1_0_20161219205534526.jpg.chip.jpg,1,1,0
7,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/74_0_0_20170120225714392.jpg.chip.jpg,74,0,0
8,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/16_1_0_20170109214419099.jpg.chip.jpg,16,1,0
9,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/17_1_1_20170114030034621.jpg.chip.jpg,17,1,1
10,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/24_1_2_20170116162430984.jpg.chip.jpg,24,1,2
11,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/56_0_0_20170117165731095.jpg.chip.jpg,56,0,0
12,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/1_1_2_20161219203352244.jpg.chip.jpg,1,1,2
13,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/24_1_3_20170119170911086.jpg.chip.jpg,24,1,3
