,image,age,gender,ethinicity
0,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/62_1_1_20170113013045520.jpg.chip.jpg,62,1,1
1,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_1_3_20170119193136450.jpg.chip.jpg,26,1,3
2,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/52_1_4_20170104185604990.jpg.chip.jpg,52,1,4
3,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/35_1_1_20170117021418022.jpg.chip.jpg,35,1,1
4,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_1_1_20170112231943575.jpg.chip.jpg,28,1,1
5,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/73_1_0_20170110141055369.jpg.chip.jpg,73,1,0
6,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_1_2_20161219195834107.jpg.chip.jpg,27,1,2
7,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/34_1_1_20170113005245917.jpg.chip.jpg,34,1,1
8,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/30_1_2_20170116192249012.jpg.chip.jpg,30,1,2
9,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/38_1_0_20170117184753856.jpg.chip.jpg,38,1,0
10,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/45_1_1_20170112215309242.jpg.chip.jpg,45,1,1
11,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/33_1_3_20170109133043550.jpg.chip.jpg,33,1,3
12,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_1_3_20170119163659157.jpg.chip.jpg,26,1,3
