,image,age,gender,ethinicity
0,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_0_20170119175528635.jpg.chip.jpg,26,0,0
1,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/60_1_0_20170110122932443.jpg.chip.jpg,60,1,0
2,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_3_20170119194510875.jpg.chip.jpg,28,0,3
3,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/40_1_0_20170104205021796.jpg.chip.jpg,40,1,0
4,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/30_0_0_20170117141701441.jpg.chip.jpg,30,0,0
5,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/22_0_3_20170117143013435.jpg.chip.jpg,22,0,3
6,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/53_1_0_20170110140721731.jpg.chip.jpg,53,1,0
7,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/24_0_2_20161219190613907.jpg.chip.jpg,24,0,2
8,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/12_0_3_20170104230255729.jpg.chip.jpg,12,0,3
9,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_1_20170117020025404.jpg.chip.jpg,28,0,1
10,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/16_0_0_20170110232818695.jpg.chip.jpg,16,0,0
11,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/81_1_0_20170110140600243.jpg.chip.jpg,81,1,0
12,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_0_1_20170117183610688.jpg.chip.jpg,27,0,1
13,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/14_0_4_20170117193432868.jpg.chip.jpg,14,0,4
14,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/85_1_2_20170110181640900.jpg.chip.jpg,85,1,2
15,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/38_1_1_20170116154709016.jpg.chip.jpg,38,1,1
16,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/35_1_1_20170116223049636.jpg.chip.jpg,35,1,1
17,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_0_1_20170117192056655.jpg.chip.jpg,27,0,1
18,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/17_0_4_20170103201116511.jpg.chip.jpg,17,0,4
19,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/88_1_3_20170110182318688.jpg.chip.jpg,88,1,3
20,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_1_20170116025822052.jpg.chip.jpg,28,0,1
21,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_1_20170116205326371.jpg.chip.jpg,26,0,1
22,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/41_1_0_20170109141200997.jpg.chip.jpg,41,1,0
23,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/33_1_2_20170104022342934.jpg.chip.jpg,33,1,2
24,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/52_1_0_20170110122705423.jpg.chip.jpg,52,1,0
25,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/57_1_0_20170109134356713.jpg.chip.jpg,57,1,0
26,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_0_0_20170113210126713.jpg.chip.jpg,27,0,0
27,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_3_20170117020056667.jpg.chip.jpg,28,0,3
28,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/40_1_1_20170116162028041.jpg.chip.jpg,40,1,1
29,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/55_1_0_20170117174940936.jpg.chip.jpg,55,1,0
30,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_4_20170103235328516.jpg.chip.jpg,26,0,4
31,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/49_1_0_20170104204953660.jpg.chip.jpg,49,1,0
32,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/30_0_4_20170117151010732.jpg.chip.jpg,30,0,4
33,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/31_1_1_20170112210531485.jpg.chip.jpg,31,1,1
34,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/16_0_0_20170110232307970.jpg.chip.jpg,16,0,0
35,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/23_0_3_20170119164313321.jpg.chip.jpg,23,0,3
36,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_0_0_20170116205321366.jpg.chip.jpg,27,0,0
37,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/52_1_3_20170105003248564.jpg.chip.jpg,52,1,3
38,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_0_0_20170117010746791.jpg.chip.jpg,27,0,0
39,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/24_0_0_20170102233329675.jpg.chip.jpg,24,0,0
40,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_3_20170119194816922.jpg.chip.jpg,28,0,3
41,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/30_0_4_20170117202840206.jpg.chip.jpg,30,0,4
42,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/60_1_0_20170113005301686.jpg.chip.jpg,60,1,0
43,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/16_0_0_20170110231720674.jpg.chip.jpg,16,0,0
44,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/36_1_1_20170116155035948.jpg.chip.jpg,36,1,1
45,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/23_0_0_20170117144545593.jpg.chip.jpg,23,0,0
46,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/35_1_0_20170114033327130.jpg.chip.jpg,35,1,0
47,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/83_1_0_20170120224721561.jpg.chip.jpg,83,1,0
48,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/14_0_0_20170103201123159.jpg.chip.jpg,14,0,0
49,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/54_1_0_20170117204559094.jpg.chip.jpg,54,1,0
50,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_0_20170113210126674.jpg.chip.jpg,26,0,0
51,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/25_0_1_20170116001340216.jpg.chip.jpg,25,0,1
52,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/64_1_0_20170110140833569.jpg.chip.jpg,64,1,0
53,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/49_1_1_20170113012017156.jpg.chip.jpg,49,1,1
54,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/25_0_0_20170116212019911.jpg.chip.jpg,25,0,0
55,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/35_1_0_20170117135118514.jpg.chip.jpg,35,1,0
56,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/23_0_1_20170113133908465.jpg.chip.jpg,23,0,1
57,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_2_20170116175942111.jpg.chip.jpg,26,0,2
58,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/32_1_1_20170114024717988.jpg.chip.jpg,32,1,1
59,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/30_0_3_20170119155845146.jpg.chip.jpg,30,0,3
60,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/52_1_0_20170103163659575.jpg.chip.jpg,52,1,0
61,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/55_1_2_20170116193523524.jpg.chip.jpg,55,1,2
62,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/29_0_0_20170117180900108.jpg.chip.jpg,29,0,0
63,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/34_1_1_20170116224909263.jpg.chip.jpg,34,1,1
64,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/32_1_4_20170117203133752.jpg.chip.jpg,32,1,4
65,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/89_1_0_20170110183446677.jpg.chip.jpg,89,1,0
66,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/35_1_4_20170117201724582.jpg.chip.jpg,35,1,4
67,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/12_0_0_20170110225540554.jpg.chip.jpg,12,0,0
68,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/88_1_1_20170110183118502.jpg.chip.jpg,88,1,1
69,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_1_20170113155330532.jpg.chip.jpg,28,0,1
70,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/53_1_0_20170110141608191.jpg.chip.jpg,53,1,0
71,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/22_0_4_20170103234043547.jpg.chip.jpg,22,0,4
72,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/25_0_0_20170116215652482.jpg.chip.jpg,25,0,0
73,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_0_0_20170117175349504.jpg.chip.jpg,27,0,0
74,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/25_0_4_20170103235109805.jpg.chip.jpg,25,0,4
75,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/56_1_0_20170120222048719.jpg.chip.jpg,56,1,0
76,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/31_1_0_20170109132941538.jpg.chip.jpg,31,1,0
77,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/16_0_0_20170110231636100.jpg.chip.jpg,16,0,0
78,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/16_0_0_20170110231759619.jpg.chip.jpg,16,0,0
