image,age,gender,ethinicity
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/62_1_1_20170113013045520.jpg.chip.jpg,62,1,1
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/26_1_3_20170119193136450.jpg.chip.jpg,26,1,3
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/52_1_4_20170104185604990.jpg.chip.jpg,52,1,4
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/35_1_1_20170117021418022.jpg.chip.jpg,35,1,1
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/28_1_1_20170112231943575.jpg.chip.jpg,28,1,1
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/73_1_0_20170110141055369.jpg.chip.jpg,73,1,0
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/27_1_2_20161219195834107.jpg.chip.jpg,27,1,2
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/34_1_1_20170113005245917.jpg.chip.jpg,34,1,1
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/30_1_2_20170116192249012.jpg.chip.jpg,30,1,2
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/38_1_0_20170117184753856.jpg.chip.jpg,38,1,0
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/45_1_1_20170112215309242.jpg.chip.jpg,45,1,1
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/33_1_3_20170109133043550.jpg.chip.jpg,33,1,3
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/26_1_3_20170119163659157.jpg.chip.jpg,26,1,3
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/41_0_2_20170104204700955.jpg.chip.jpg,41,0,2
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/27_1_3_20170119194417435.jpg.chip.jpg,27,1,3
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/32_1_2_20170116191408835.jpg.chip.jpg,32,1,2
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/40_0_0_20170117135733872.jpg.chip.jpg,40,0,0
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/26_1_4_20170117200301221.jpg.chip.jpg,26,1,4
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/40_0_4_20170104201550378.jpg.chip.jpg,40,0,4
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/26_1_1_20170112211527323.jpg.chip.jpg,26,1,1
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/56_1_0_20170110131719553.jpg.chip.jpg,56,1,0
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/30_1_1_20170117133823487.jpg.chip.jpg,30,1,1
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/64_1_0_20170105162511322.jpg.chip.jpg,64,1,0
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/28_1_1_20170117022248705.jpg.chip.jpg,28,1,1
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/28_1_3_20170119194821963.jpg.chip.jpg,28,1,3
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/38_0_0_20170116224644283.jpg.chip.jpg,38,0,0
/scratch/storage0/be20b032/Feature-Sieve-for-RL/Feature-Sieve-for-Regression/Data/UTKFace/26_1_3_20170119154424042.jpg.chip.jpg,26,1,3
