,image,age,gender,ethinicity
0,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/48_0_0_20170111200118842.jpg.chip.jpg,48,0,0
1,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/41_0_0_20170109012220690.jpg.chip.jpg,41,0,0
2,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/6_1_1_20170109192734062.jpg.chip.jpg,6,1,1
3,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_3_20170119194437131.jpg.chip.jpg,28,0,3
4,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/45_0_1_20170113155252610.jpg.chip.jpg,45,0,1
5,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/3_1_2_20161219141511144.jpg.chip.jpg,3,1,2
6,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/75_0_0_20170117172928993.jpg.chip.jpg,75,0,0
7,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/20_1_4_20170103223121735.jpg.chip.jpg,20,1,4
8,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/1_1_0_20170109194256082.jpg.chip.jpg,1,1,0
9,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/54_1_0_20170117171700979.jpg.chip.jpg,54,1,0
10,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/18_1_0_20170109214610454.jpg.chip.jpg,18,1,0
11,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/35_0_0_20170119200947460.jpg.chip.jpg,35,0,0
12,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/24_1_4_20170115235433094.jpg.chip.jpg,24,1,4
13,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/4_1_2_20161219154653077.jpg.chip.jpg,4,1,2
14,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/21_1_1_20170114031500330.jpg.chip.jpg,21,1,1
15,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/4_1_0_20170109193124855.jpg.chip.jpg,4,1,0
16,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_1_1_20170116232800401.jpg.chip.jpg,26,1,1
17,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/29_0_1_20170104220317630.jpg.chip.jpg,29,0,1
18,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_0_0_20170117192029218.jpg.chip.jpg,27,0,0
19,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/68_0_0_20170117172721512.jpg.chip.jpg,68,0,0
20,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/21_1_3_20170119154311378.jpg.chip.jpg,21,1,3
21,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/8_1_0_20170109205428806.jpg.chip.jpg,8,1,0
22,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/58_0_0_20170120224551943.jpg.chip.jpg,58,0,0
23,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/73_0_1_20170117195318257.jpg.chip.jpg,73,0,1
24,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_3_20170119192356378.jpg.chip.jpg,26,0,3
