,image,age,gender,ethinicity
0,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/54_1_0_20170117171807243.jpg.chip.jpg,54,1,0
1,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/54_1_0_20170117155551876.jpg.chip.jpg,54,1,0
2,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/65_1_0_20170116220142214.jpg.chip.jpg,65,1,0
3,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/25_1_1_20170117151909157.jpg.chip.jpg,25,1,1
4,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/65_1_0_20170110181102968.jpg.chip.jpg,65,1,0
5,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/29_1_1_20170112235043081.jpg.chip.jpg,29,1,1
6,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/16_0_0_20170110231215944.jpg.chip.jpg,16,0,0
7,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/3_1_2_20161219204143341.jpg.chip.jpg,3,1,2
8,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/6_1_4_20161221193230469.jpg.chip.jpg,6,1,4
9,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/71_1_0_20170110181725541.jpg.chip.jpg,71,1,0
10,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/30_0_1_20170117171354562.jpg.chip.jpg,30,0,1
11,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/56_1_0_20170120133251429.jpg.chip.jpg,56,1,0
12,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/48_1_1_20170113001756978.jpg.chip.jpg,48,1,1
13,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/35_0_1_20170113174546227.jpg.chip.jpg,35,0,1
14,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/25_0_3_20170119144812749.jpg.chip.jpg,25,0,3
15,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/29_0_0_20170103181910385.jpg.chip.jpg,29,0,0
16,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/35_0_3_20170117135015886.jpg.chip.jpg,35,0,3
17,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/27_0_1_20170116010418660.jpg.chip.jpg,27,0,1
18,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/68_1_0_20170110122503348.jpg.chip.jpg,68,1,0
19,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/31_1_1_20170113000500356.jpg.chip.jpg,31,1,1
20,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_3_20170119194935947.jpg.chip.jpg,28,0,3
21,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/32_1_0_20170117134818053.jpg.chip.jpg,32,1,0
22,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/40_0_0_20170117152411165.jpg.chip.jpg,40,0,0
23,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/28_0_0_20170117180537129.jpg.chip.jpg,28,0,0
24,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/25_1_0_20170103181306464.jpg.chip.jpg,25,1,0
25,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/56_1_0_20170109220504650.jpg.chip.jpg,56,1,0
26,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/88_1_1_20170110183118502.jpg.chip.jpg,88,1,1
27,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/16_1_0_20170105000748206.jpg.chip.jpg,16,1,0
28,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/52_1_0_20170109012706985.jpg.chip.jpg,52,1,0
29,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_1_20170113151928393.jpg.chip.jpg,26,0,1
30,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/23_1_0_20170116221715630.jpg.chip.jpg,23,1,0
31,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/22_0_2_20170116161434440.jpg.chip.jpg,22,0,2
32,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/84_1_0_20170120230452282.jpg.chip.jpg,84,1,0
33,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/21_0_3_20170117141619327.jpg.chip.jpg,21,0,3
34,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/52_1_1_20170113011248822.jpg.chip.jpg,52,1,1
35,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/50_1_0_20170117155921969.jpg.chip.jpg,50,1,0
36,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/23_0_1_20170117194105675.jpg.chip.jpg,23,0,1
37,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/32_0_1_20170113142304517.jpg.chip.jpg,32,0,1
38,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_1_3_20170119192503866.jpg.chip.jpg,26,1,3
39,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/65_1_0_20170110141141881.jpg.chip.jpg,65,1,0
40,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/32_0_0_20170117133445162.jpg.chip.jpg,32,0,0
41,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/26_0_3_20170119180445972.jpg.chip.jpg,26,0,3
42,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/1_0_2_20161219142135209.jpg.chip.jpg,1,0,2
43,/scratch/storage0/be20b032/Feature-Sieve-for-RL/UTKFace/Data/UTKFace/36_0_0_20170108235343740.jpg.chip.jpg,36,0,0
